date,store_id,product_id,sales,promotion,holiday
2022-06-18,1,101,255,0,0
2022-06-19,1,101,216,0,1
2022-06-20,1,101,187,0,0
2022-06-21,1,101,193,0,0
2022-06-22,1,101,213,0,0
2022-06-23,1,101,202,0,0
2022-06-24,1,101,205,0,0
2022-06-25,1,101,241,0,0
2022-06-26,1,101,258,0,1
2022-06-27,1,101,211,0,0
2022-06-28,1,101,218,0,0
2022-06-29,1,101,206,0,0
2022-06-30,1,101,219,0,0
2022-07-01,1,101,215,0,0
2022-07-02,1,101,226,0,0
2022-07-03,1,101,280,0,1
2022-07-04,1,101,207,0,0
2022-07-05,1,101,198,0,0
2022-07-06,1,101,187,0,0
2022-07-07,1,101,199,0,0
2022-07-08,1,101,178,0,0
2022-07-09,1,101,283,1,0
2022-07-10,1,101,256,0,1
2022-07-11,1,101,254,1,0
2022-07-12,1,101,199,0,0
2022-07-13,1,101,249,1,0
2022-07-14,1,101,190,0,0
2022-07-15,1,101,227,1,0
2022-07-16,1,101,203,0,0
2022-07-17,1,101,227,0,1
2022-07-18,1,101,241,1,0
2022-07-19,1,101,252,1,0
2022-07-20,1,101,215,0,0
2022-07-21,1,101,181,0,0
2022-07-22,1,101,179,0,0
2022-07-23,1,101,237,0,0
2022-07-24,1,101,215,0,1
2022-07-25,1,101,171,0,0
2022-07-26,1,101,203,0,0
2022-07-27,1,101,201,0,0
2022-07-28,1,101,185,0,0
2022-07-29,1,101,171,0,0
2022-07-30,1,101,184,0,0
2022-07-31,1,101,289,1,1
2022-08-01,1,101,213,1,0
2022-08-02,1,101,200,0,0
2022-08-03,1,101,238,1,0
2022-08-04,1,101,195,0,0
2022-08-05,1,101,183,0,0
2022-08-06,1,101,212,0,0
2022-08-07,1,101,256,1,1
2022-08-08,1,101,212,0,0
2022-08-09,1,101,226,1,0
2022-08-10,1,101,185,0,0
2022-08-11,1,101,171,0,0
2022-08-12,1,101,212,0,0
2022-08-13,1,101,198,0,0
2022-08-14,1,101,206,0,1
2022-08-15,1,101,178,0,0
2022-08-16,1,101,163,0,0
2022-08-17,1,101,185,0,0
2022-08-18,1,101,197,0,0
2022-08-19,1,101,218,1,0
2022-08-20,1,101,219,0,0
2022-08-21,1,101,221,0,1
2022-08-22,1,101,186,0,0
2022-08-23,1,101,203,0,0
2022-08-24,1,101,180,0,0
2022-08-25,1,101,191,0,0
2022-08-26,1,101,214,0,0
2022-08-27,1,101,289,1,0
2022-08-28,1,101,224,0,1
2022-08-29,1,101,174,0,0
2022-08-30,1,101,175,0,0
2022-08-31,1,101,189,0,0
2022-09-01,1,101,180,0,0
2022-09-02,1,101,132,0,0
2022-09-03,1,101,260,1,0
2022-09-04,1,101,205,0,1
2022-09-05,1,101,222,0,0
2022-09-06,1,101,201,0,0
2022-09-07,1,101,241,1,0
2022-09-08,1,101,184,0,0
2022-09-09,1,101,186,0,0
2022-09-10,1,101,217,0,0
2022-09-11,1,101,206,0,1
2022-09-12,1,101,179,0,0
2022-09-13,1,101,190,0,0
2022-09-14,1,101,179,0,0
2022-09-15,1,101,254,1,0
2022-09-16,1,101,159,0,0
2022-09-17,1,101,230,0,0
2022-09-18,1,101,219,0,1
2022-09-19,1,101,151,0,0
2022-09-20,1,101,206,0,0
2022-09-21,1,101,170,0,0
2022-09-22,1,101,197,0,0
2022-09-23,1,101,178,0,0
2022-09-24,1,101,241,1,0
2022-09-25,1,101,269,1,1
2022-09-26,1,101,178,0,0
2022-09-27,1,101,180,0,0
2022-09-28,1,101,193,0,0
2022-09-29,1,101,177,0,0
2022-09-30,1,101,172,0,0
2022-10-01,1,101,207,0,0
2022-10-02,1,101,193,0,1
2022-10-03,1,101,182,0,0
2022-10-04,1,101,184,0,0
2022-10-05,1,101,182,0,0
2022-10-06,1,101,243,1,0
2022-10-07,1,101,170,0,0
2022-10-08,1,101,218,0,0
2022-10-09,1,101,250,1,1
2022-10-10,1,101,164,0,0
2022-10-11,1,101,157,0,0
2022-10-12,1,101,186,0,0
2022-10-13,1,101,213,1,0
2022-10-14,1,101,159,0,0
2022-10-15,1,101,215,0,0
2022-10-16,1,101,232,0,1
2022-10-17,1,101,163,0,0
2022-10-18,1,101,188,0,0
2022-10-19,1,101,207,0,0
2022-10-20,1,101,160,0,0
2022-10-21,1,101,216,1,0
2022-10-22,1,101,213,0,0
2022-10-23,1,101,188,0,1
2022-10-24,1,101,230,1,0
2022-10-25,1,101,199,1,0
2022-10-26,1,101,195,0,0
2022-10-27,1,101,186,0,0
2022-10-28,1,101,261,1,0
2022-10-29,1,101,263,1,0
2022-10-30,1,101,188,0,1
2022-10-31,1,101,273,1,0
2022-11-01,1,101,194,0,0
2022-11-02,1,101,172,0,0
2022-11-03,1,101,181,0,0
2022-11-04,1,101,187,0,0
2022-11-05,1,101,278,1,0
2022-11-06,1,101,190,0,1
2022-11-07,1,101,215,0,0
2022-11-08,1,101,215,0,0
2022-11-09,1,101,222,0,0
2022-11-10,1,101,177,0,0
2022-11-11,1,101,193,0,0
2022-11-12,1,101,226,0,0
2022-11-13,1,101,277,1,1
2022-11-14,1,101,184,0,0
2022-11-15,1,101,196,0,0
2022-11-16,1,101,195,0,0
2022-11-17,1,101,181,0,0
2022-11-18,1,101,195,0,0
2022-11-19,1,101,214,0,0
2022-11-20,1,101,228,0,1
2022-11-21,1,101,215,0,0
2022-11-22,1,101,233,1,0
2022-11-23,1,101,154,0,0
2022-11-24,1,101,212,0,0
2022-11-25,1,101,200,0,0
2022-11-26,1,101,185,0,0
2022-11-27,1,101,186,0,1
2022-11-28,1,101,212,0,0
2022-11-29,1,101,178,0,0
2022-11-30,1,101,249,1,0
2022-12-01,1,101,199,0,0
2022-12-02,1,101,266,1,0
2022-12-03,1,101,237,0,0
2022-12-04,1,101,233,0,1
2022-12-05,1,101,192,0,0
2022-12-06,1,101,221,0,0
2022-12-07,1,101,160,0,0
2022-12-08,1,101,204,0,0
2022-12-09,1,101,242,0,0
2022-12-10,1,101,227,0,0
2022-12-11,1,101,245,0,1
2022-12-12,1,101,225,0,0
2022-12-13,1,101,178,0,0
2022-12-14,1,101,186,0,0
2022-12-15,1,101,207,0,0
2022-12-16,1,101,200,0,0
2022-12-17,1,101,240,0,0
2022-12-18,1,101,213,0,1
2022-12-19,1,101,188,0,0
2022-12-20,1,101,217,0,0
2022-12-21,1,101,189,0,0
2022-12-22,1,101,191,0,0
2022-12-23,1,101,230,1,0
2022-12-24,1,101,213,0,0
2022-12-25,1,101,250,0,1
2022-12-26,1,101,189,0,0
2022-12-27,1,101,186,0,0
2022-12-28,1,101,204,0,0
2022-12-29,1,101,250,1,0
2022-12-30,1,101,213,0,0
2022-12-31,1,101,275,1,0
2023-01-01,1,101,283,1,1
2023-01-02,1,101,184,0,0
2023-01-03,1,101,207,0,0
2023-01-04,1,101,192,0,0
2023-01-05,1,101,217,0,0
2023-01-06,1,101,210,0,0
2023-01-07,1,101,234,0,0
2023-01-08,1,101,236,0,1
2023-01-09,1,101,222,0,0
2023-01-10,1,101,192,0,0
2023-01-11,1,101,181,0,0
2023-01-12,1,101,199,0,0
2023-01-13,1,101,174,0,0
2023-01-14,1,101,241,0,0
2023-01-15,1,101,254,0,1
2023-01-16,1,101,243,0,0
2023-01-17,1,101,237,0,0
2023-01-18,1,101,202,0,0
2023-01-19,1,101,211,0,0
2023-01-20,1,101,196,0,0
2023-01-21,1,101,302,1,0
2023-01-22,1,101,257,0,1
2023-01-23,1,101,177,0,0
2023-01-24,1,101,248,0,0
2023-01-25,1,101,212,0,0
2023-01-26,1,101,212,0,0
2023-01-27,1,101,225,0,0
2023-01-28,1,101,291,1,0
2023-01-29,1,101,292,1,1
2023-01-30,1,101,236,1,0
2023-01-31,1,101,198,0,0
2023-02-01,1,101,222,0,0
2023-02-02,1,101,219,0,0
2023-02-03,1,101,283,1,0
2023-02-04,1,101,307,1,0
2023-02-05,1,101,258,0,1
2023-02-06,1,101,206,0,0
2023-02-07,1,101,207,0,0
2023-02-08,1,101,229,0,0
2023-02-09,1,101,209,0,0
2023-02-10,1,101,272,1,0
2023-02-11,1,101,247,0,0
2023-02-12,1,101,280,1,1
2023-02-13,1,101,214,0,0
2023-02-14,1,101,195,0,0
2023-02-15,1,101,204,0,0
2023-02-16,1,101,240,0,0
2023-02-17,1,101,201,0,0
2023-02-18,1,101,293,1,0
2023-02-19,1,101,261,0,1
2023-02-20,1,101,225,0,0
2023-02-21,1,101,256,1,0
2023-02-22,1,101,217,0,0
2023-02-23,1,101,209,0,0
2023-02-24,1,101,222,0,0
2023-02-25,1,101,262,0,0
2023-02-26,1,101,234,0,1
2023-02-27,1,101,260,0,0
2023-02-28,1,101,265,1,0
2023-03-01,1,101,212,0,0
2023-03-02,1,101,241,0,0
2023-03-03,1,101,266,1,0
2023-03-04,1,101,317,1,0
2023-03-05,1,101,257,0,1
2023-03-06,1,101,221,0,0
2023-03-07,1,101,269,1,0
2023-03-08,1,101,203,0,0
2023-03-09,1,101,224,0,0
2023-03-10,1,101,266,1,0
2023-03-11,1,101,306,1,0
2023-03-12,1,101,235,0,1
2023-03-13,1,101,205,0,0
2023-03-14,1,101,194,0,0
2023-03-15,1,101,209,0,0
2023-03-16,1,101,220,0,0
2023-03-17,1,101,216,0,0
2023-03-18,1,101,291,1,0
2023-03-19,1,101,311,1,1
2023-03-20,1,101,236,0,0
2023-03-21,1,101,240,0,0
2023-03-22,1,101,232,0,0
2023-03-23,1,101,242,0,0
2023-03-24,1,101,237,0,0
2023-03-25,1,101,253,0,0
2023-03-26,1,101,293,1,1
2023-03-27,1,101,192,0,0
2023-03-28,1,101,217,0,0
2023-03-29,1,101,219,0,0
2023-03-30,1,101,219,0,0
2023-03-31,1,101,242,0,0
2023-04-01,1,101,211,0,0
2023-04-02,1,101,265,0,1
2023-04-03,1,101,191,0,0
2023-04-04,1,101,234,1,0
2023-04-05,1,101,241,0,0
2023-04-06,1,101,224,0,0
2023-04-07,1,101,242,0,0
2023-04-08,1,101,212,0,0
2023-04-09,1,101,312,1,1
2023-04-10,1,101,225,0,0
2023-04-11,1,101,221,0,0
2023-04-12,1,101,231,0,0
2023-04-13,1,101,219,0,0
2023-04-14,1,101,221,0,0
2023-04-15,1,101,243,0,0
2023-04-16,1,101,239,0,1
2023-04-17,1,101,218,0,0
2023-04-18,1,101,193,0,0
2023-04-19,1,101,266,1,0
2023-04-20,1,101,197,0,0
2023-04-21,1,101,280,1,0
2023-04-22,1,101,247,0,0
2023-04-23,1,101,237,0,1
2023-04-24,1,101,260,1,0
2023-04-25,1,101,232,0,0
2023-04-26,1,101,273,1,0
2023-04-27,1,101,283,1,0
2023-04-28,1,101,268,1,0
2023-04-29,1,101,250,0,0
2023-04-30,1,101,308,1,1
2023-05-01,1,101,211,0,0
2023-05-02,1,101,213,0,0
2023-05-03,1,101,267,1,0
2023-05-04,1,101,276,1,0
2023-05-05,1,101,236,0,0
2023-05-06,1,101,257,0,0
2023-05-07,1,101,285,0,1
2023-05-08,1,101,220,0,0
2023-05-09,1,101,267,1,0
2023-05-10,1,101,238,0,0
2023-05-11,1,101,227,0,0
2023-05-12,1,101,265,1,0
2023-05-13,1,101,263,0,0
2023-05-14,1,101,237,0,1
2023-05-15,1,101,266,1,0
2023-05-16,1,101,223,0,0
2023-05-17,1,101,213,0,0
2023-05-18,1,101,212,0,0
2023-05-19,1,101,217,0,0
2023-05-20,1,101,296,1,0
2023-05-21,1,101,310,1,1
2023-05-22,1,101,223,0,0
2023-05-23,1,101,294,1,0
2023-05-24,1,101,230,0,0
2023-05-25,1,101,214,0,0
2023-05-26,1,101,206,0,0
2023-05-27,1,101,229,0,0
2023-05-28,1,101,297,1,1
2023-05-29,1,101,203,0,0
2023-05-30,1,101,261,1,0
2023-05-31,1,101,270,1,0
2023-06-01,1,101,203,0,0
2023-06-02,1,101,271,1,0
2023-06-03,1,101,264,0,0
2023-06-04,1,101,246,0,1
2023-06-05,1,101,207,0,0
2023-06-06,1,101,201,0,0
2023-06-07,1,101,206,0,0
2023-06-08,1,101,212,0,0
2023-06-09,1,101,227,0,0
2023-06-10,1,101,235,0,0
2023-06-11,1,101,250,0,1
2023-06-12,1,101,218,0,0
2023-06-13,1,101,219,0,0
2023-06-14,1,101,222,0,0
2023-06-15,1,101,237,0,0
2023-06-16,1,101,196,0,0
2023-06-17,1,101,253,0,0
2023-06-18,1,101,229,0,1
2023-06-19,1,101,204,0,0
2023-06-20,1,101,237,1,0
2023-06-21,1,101,206,0,0
2023-06-22,1,101,272,1,0
2023-06-23,1,101,211,0,0
2023-06-24,1,101,243,0,0
2023-06-25,1,101,206,0,1
2023-06-26,1,101,195,0,0
2023-06-27,1,101,191,0,0
2023-06-28,1,101,262,1,0
2023-06-29,1,101,185,0,0
2023-06-30,1,101,240,0,0
2023-07-01,1,101,229,0,0
2023-07-02,1,101,214,0,1
2023-07-03,1,101,191,0,0
2023-07-04,1,101,265,1,0
2023-07-05,1,101,248,1,0
2023-07-06,1,101,180,0,0
2023-07-07,1,101,178,0,0
2023-07-08,1,101,238,0,0
2023-07-09,1,101,236,0,1
2023-07-10,1,101,184,0,0
2023-07-11,1,101,203,0,0
2023-07-12,1,101,197,0,0
2023-07-13,1,101,184,0,0
2023-07-14,1,101,272,1,0
2023-07-15,1,101,245,0,0
2023-07-16,1,101,288,1,1
2023-07-17,1,101,260,1,0
2023-07-18,1,101,209,0,0
2023-07-19,1,101,191,0,0
2023-07-20,1,101,196,0,0
2023-07-21,1,101,213,0,0
2023-07-22,1,101,265,1,0
2023-07-23,1,101,240,0,1
2023-07-24,1,101,195,0,0
2023-07-25,1,101,223,1,0
2023-07-26,1,101,227,1,0
2023-07-27,1,101,207,0,0
2023-07-28,1,101,201,0,0
2023-07-29,1,101,226,0,0
2023-07-30,1,101,235,0,1
2023-07-31,1,101,197,0,0
2023-08-01,1,101,239,1,0
2023-08-02,1,101,199,0,0
2023-08-03,1,101,211,0,0
2023-08-04,1,101,223,0,0
2023-08-05,1,101,238,0,0
2023-08-06,1,101,245,0,1
2023-08-07,1,101,183,0,0
2023-08-08,1,101,225,0,0
2023-08-09,1,101,183,0,0
2023-08-10,1,101,197,0,0
2023-08-11,1,101,194,0,0
2023-08-12,1,101,199,0,0
2023-08-13,1,101,236,0,1
2023-08-14,1,101,185,0,0
2023-08-15,1,101,176,0,0
2023-08-16,1,101,195,0,0
2023-08-17,1,101,181,0,0
2023-08-18,1,101,254,1,0
2023-08-19,1,101,213,0,0
2023-08-20,1,101,217,0,1
2023-08-21,1,101,210,0,0
2023-08-22,1,101,180,0,0
2023-08-23,1,101,187,0,0
2023-08-24,1,101,205,0,0
2023-08-25,1,101,192,0,0
2023-08-26,1,101,252,1,0
2023-08-27,1,101,195,0,1
2023-08-28,1,101,177,0,0
2023-08-29,1,101,194,0,0
2023-08-30,1,101,209,0,0
2023-08-31,1,101,203,0,0
2023-09-01,1,101,174,0,0
2023-09-02,1,101,212,0,0
2023-09-03,1,101,238,0,1
2023-09-04,1,101,159,0,0
2023-09-05,1,101,187,0,0
2023-09-06,1,101,173,0,0
2023-09-07,1,101,209,0,0
2023-09-08,1,101,206,0,0
2023-09-09,1,101,219,0,0
2023-09-10,1,101,208,0,1
2023-09-11,1,101,212,0,0
2023-09-12,1,101,174,0,0
2023-09-13,1,101,191,0,0
2023-09-14,1,101,184,0,0
2023-09-15,1,101,203,0,0
2023-09-16,1,101,188,0,0
2023-09-17,1,101,223,0,1
2023-09-18,1,101,197,0,0
2023-09-19,1,101,256,1,0
2023-09-20,1,101,216,0,0
2023-09-21,1,101,227,1,0
2023-09-22,1,101,175,0,0
2023-09-23,1,101,202,0,0
2023-09-24,1,101,204,0,1
2023-09-25,1,101,207,0,0
2023-09-26,1,101,193,0,0
2023-09-27,1,101,158,0,0
2023-09-28,1,101,189,0,0
2023-09-29,1,101,166,0,0
2023-09-30,1,101,213,0,0
2023-10-01,1,101,212,0,1
2023-10-02,1,101,183,0,0
2023-10-03,1,101,171,0,0
2023-10-04,1,101,189,0,0
2023-10-05,1,101,244,1,0
2023-10-06,1,101,213,1,0
2023-10-07,1,101,214,0,0
2023-10-08,1,101,214,0,1
2023-10-09,1,101,191,0,0
2023-10-10,1,101,234,1,0
2023-10-11,1,101,154,0,0
2023-10-12,1,101,196,0,0
2023-10-13,1,101,194,0,0
2023-10-14,1,101,256,1,0
2023-10-15,1,101,208,0,1
2023-10-16,1,101,175,0,0
2023-10-17,1,101,196,0,0
2023-10-18,1,101,230,1,0
2023-10-19,1,101,178,0,0
2023-10-20,1,101,197,0,0
2023-10-21,1,101,229,0,0
2023-10-22,1,101,191,0,1
2023-10-23,1,101,196,0,0
2023-10-24,1,101,151,0,0
2023-10-25,1,101,179,0,0
2023-10-26,1,101,183,0,0
2023-10-27,1,101,203,0,0
2023-10-28,1,101,224,0,0
2023-10-29,1,101,189,0,1
2023-10-30,1,101,187,0,0
2023-10-31,1,101,209,0,0
2023-11-01,1,101,189,0,0
2023-11-02,1,101,180,0,0
2023-11-03,1,101,254,1,0
2023-11-04,1,101,217,0,0
2023-11-05,1,101,221,0,1
2023-11-06,1,101,164,0,0
2023-11-07,1,101,184,0,0
2023-11-08,1,101,216,0,0
2023-11-09,1,101,240,1,0
2023-11-10,1,101,174,0,0
2023-11-11,1,101,219,0,0
2023-11-12,1,101,201,0,1
2023-11-13,1,101,238,1,0
2023-11-14,1,101,178,0,0
2023-11-15,1,101,174,0,0
2023-11-16,1,101,185,0,0
2023-11-17,1,101,200,0,0
2023-11-18,1,101,275,1,0
2023-11-19,1,101,184,0,1
2023-11-20,1,101,192,0,0
2023-11-21,1,101,223,0,0
2023-11-22,1,101,173,0,0
2023-11-23,1,101,196,0,0
2023-11-24,1,101,244,1,0
2023-11-25,1,101,243,0,0
2023-11-26,1,101,231,0,1
2023-11-27,1,101,197,0,0
2023-11-28,1,101,232,1,0
2023-11-29,1,101,198,0,0
2023-11-30,1,101,199,0,0
2023-12-01,1,101,186,0,0
2023-12-02,1,101,214,0,0
2023-12-03,1,101,208,0,1
2023-12-04,1,101,173,0,0
2023-12-05,1,101,204,0,0
2023-12-06,1,101,187,0,0
2023-12-07,1,101,183,0,0
2023-12-08,1,101,166,0,0
2023-12-09,1,101,194,0,0
2023-12-10,1,101,240,0,1
2023-12-11,1,101,187,0,0
2023-12-12,1,101,198,0,0
2023-12-13,1,101,199,0,0
2023-12-14,1,101,171,0,0
2023-12-15,1,101,220,0,0
2023-12-16,1,101,211,0,0
2023-12-17,1,101,308,1,1
2023-12-18,1,101,200,0,0
2023-12-19,1,101,188,0,0
2023-12-20,1,101,181,0,0
2023-12-21,1,101,209,0,0
2023-12-22,1,101,196,0,0
2023-12-23,1,101,221,0,0
2023-12-24,1,101,250,1,1
2023-12-25,1,101,190,0,1
2023-12-26,1,101,201,0,0
2023-12-27,1,101,206,0,0
2023-12-28,1,101,177,0,0
2023-12-29,1,101,223,1,0
2023-12-30,1,101,196,0,0
2023-12-31,1,101,224,0,1
2024-01-01,1,101,241,1,0
2024-01-02,1,101,214,0,0
2024-01-03,1,101,215,0,0
2024-01-04,1,101,243,1,0
2024-01-05,1,101,185,0,0
2024-01-06,1,101,234,0,0
2024-01-07,1,101,224,0,1
2024-01-08,1,101,187,0,0
2024-01-09,1,101,205,0,0
2024-01-10,1,101,231,1,0
2024-01-11,1,101,212,0,0
2024-01-12,1,101,198,0,0
2024-01-13,1,101,236,0,0
2024-01-14,1,101,199,0,1
2024-01-15,1,101,229,0,0
2024-01-16,1,101,223,0,0
2024-01-17,1,101,202,0,0
2024-01-18,1,101,251,1,0
2024-01-19,1,101,219,0,0
2024-01-20,1,101,240,0,0
2024-01-21,1,101,252,0,1
2024-01-22,1,101,185,0,0
2024-01-23,1,101,251,1,0
2024-01-24,1,101,274,1,0
2024-01-25,1,101,248,1,0
2024-01-26,1,101,215,0,0
2024-01-27,1,101,239,0,0
2024-01-28,1,101,240,0,1
2024-01-29,1,101,221,0,0
2024-01-30,1,101,264,1,0
2024-01-31,1,101,212,0,0
2024-02-01,1,101,209,0,0
2024-02-02,1,101,192,0,0
2024-02-03,1,101,247,0,0
2024-02-04,1,101,253,0,1
2024-02-05,1,101,234,0,0
2024-02-06,1,101,203,0,0
2024-02-07,1,101,226,0,0
2024-02-08,1,101,237,0,0
2024-02-09,1,101,234,0,0
2024-02-10,1,101,236,0,0
2024-02-11,1,101,237,0,1
2024-02-12,1,101,278,1,0
2024-02-13,1,101,225,0,0
2024-02-14,1,101,221,0,0
2024-02-15,1,101,183,0,0
2024-02-16,1,101,222,0,0
2024-02-17,1,101,245,0,0
2024-02-18,1,101,267,0,1
2024-02-19,1,101,211,0,0
2024-02-20,1,101,224,0,0
2024-02-21,1,101,199,0,0
2024-02-22,1,101,249,1,0
2024-02-23,1,101,225,0,0
2024-02-24,1,101,227,0,0
2024-02-25,1,101,236,0,1
2024-02-26,1,101,208,0,0
2024-02-27,1,101,211,0,0
2024-02-28,1,101,279,1,0
2024-02-29,1,101,250,1,0
2024-03-01,1,101,214,0,0
2024-03-02,1,101,314,1,0
2024-03-03,1,101,254,0,1
2024-03-04,1,101,258,1,0
2024-03-05,1,101,267,1,0
2024-03-06,1,101,264,1,0
2024-03-07,1,101,229,0,0
2024-03-08,1,101,228,0,0
2024-03-09,1,101,227,0,0
2024-03-10,1,101,296,1,1
2024-03-11,1,101,220,0,0
2024-03-12,1,101,224,0,0
2024-03-13,1,101,232,0,0
2024-03-14,1,101,289,1,0
2024-03-15,1,101,221,0,0
2024-03-16,1,101,243,0,0
2024-03-17,1,101,235,0,1
2024-03-18,1,101,194,0,0
2024-03-19,1,101,269,1,0
2024-03-20,1,101,210,0,0
2024-03-21,1,101,224,0,0
2024-03-22,1,101,225,0,0
2024-03-23,1,101,288,1,0
2024-03-24,1,101,238,0,1
2024-03-25,1,101,286,1,0
2024-03-26,1,101,221,0,0
2024-03-27,1,101,206,0,0
2024-03-28,1,101,220,0,0
2024-03-29,1,101,307,1,0
2024-03-30,1,101,258,0,0
2024-03-31,1,101,255,0,1
